z,n,name,betaMinus,betaMinusUncertainty,electronCapture,electronCaptureUncertainty,positronEmission,positronEmissionUncertainty,bindingEnergy,bindingEnergyUncertainty,bindingEnergyLDMFit,bindingEnergyLDMFitUncertainty
63,101,164Eu,6.46E+3,2.29,-5.30E+3,4.59,-6.32E+3,4.59,8.09E+3,1.26E-2,-1.73,1.26E-2
63,100,163Eu,4.81E+3,1.20,-5.97E+3,7.41,-6.99E+3,7.41,8.11E+3,5.60E-3,1.62,5.60E-3
63,103,166Eu,7.62E+3,1.00E+2,-6.29E+3,4.12E+2,-7.32E+3,4.12E+2,8.05E+3,1.00,-1.05,1.00
63,102,165Eu,5.79E+3,5.37,-7.21E+3,4.00E+2,-8.24E+3,4.00E+2,8.08E+3,3.16E-2,4.08E-1,3.16E-2
63,105,168Eu,8.89E+3,5.00E+2,-7.61E+3,5.00E+2,-8.63E+3,5.00E+2,8.01E+3,2.00,1.24,2.00
63,104,167Eu,7.00E+3,4.00E+2,-8.44E+3,6.40E+2,-9.46E+3,6.40E+2,8.03E+3,2.00,2.13,2.00
63,67,130Eu,,,1.41E+4,6.71E+2,1.31E+4,6.71E+2,7.95E+3,4.00,-2.35E+1,4.00
63,68,131Eu,,,1.08E+4,5.65E+2,9.79E+3,5.65E+2,7.99E+3,3.00,-2.10E+1,3.00
63,69,132Eu,,,1.29E+4,5.00E+2,1.19E+4,5.00E+2,8.01E+3,3.00,-1.40E+1,3.00
63,78,141Eu,-6.70E+3,2.34E+1,6.00E+3,1.42E+1,4.98E+3,1.42E+1,8.21E+3,8.96E-2,4.98,8.96E-2
63,78,141Eu,-6.70E+3,2.34E+1,6.00E+3,1.42E+1,4.98E+3,1.42E+1,8.21E+3,8.96E-2,4.98,8.96E-2
63,79,142Eu,-4.34E+3,4.10E+1,7.67E+3,3.00E+1,6.65E+3,3.00E+1,8.22E+3,2.11E-1,7.08E-1,2.11E-1
63,79,142Eu,-4.34E+3,4.10E+1,7.67E+3,3.00E+1,6.65E+3,3.00E+1,8.22E+3,2.11E-1,7.08E-1,2.11E-1
63,71,134Eu,-8.27E+3,5.00E+2,1.15E+4,3.58E+2,1.05E+4,3.58E+2,8.07E+3,2.00,-5.76,2.00
63,72,135Eu,-9.89E+3,4.45E+2,8.70E+3,2.49E+2,7.68E+3,2.49E+2,8.10E+3,1.00,-1.55,1.00
63,73,136Eu,-7.15E+3,3.57E+2,1.05E+4,1.96E+2,9.54E+3,1.96E+2,8.12E+3,1.00,1.35,1.00
63,73,136Eu,-7.15E+3,3.57E+2,1.05E+4,1.96E+2,9.54E+3,1.96E+2,8.12E+3,1.00,1.35,1.00
63,74,137Eu,-8.93E+3,2.98E+2,7.84E+3,2.89E+1,6.82E+3,2.89E+1,8.15E+3,3.20E-2,3.56,3.20E-2
63,75,138Eu,-6.09E+3,2.02E+2,9.74E+3,3.03E+1,8.72E+3,3.03E+1,8.16E+3,2.02E-1,5.55,2.02E-1
63,76,139Eu,-7.76E+3,1.96E+2,6.98E+3,1.70E+1,5.96E+3,1.70E+1,8.18E+3,9.46E-2,5.73,9.46E-2
63,77,140Eu,-5.20E+3,5.86E+1,8.47E+3,5.00E+1,7.44E+3,5.00E+1,8.19E+3,3.68E-1,3.77,3.68E-1
63,77,140Eu,-5.20E+3,5.86E+1,8.47E+3,5.00E+1,7.44E+3,5.00E+1,8.19E+3,3.68E-1,3.77,3.68E-1
63,89,152Eu,1.81E+3,7.00E-1,1.87E+3,6.85E-1,8.52E+2,6.85E-1,8.22E+3,7.70E-3,1.94E+1,7.70E-3
63,89,152Eu,1.81E+3,7.00E-1,1.87E+3,6.85E-1,8.52E+2,6.85E-1,8.22E+3,7.70E-3,1.94E+1,7.70E-3
63,89,152Eu,1.81E+3,7.00E-1,1.87E+3,6.85E-1,8.52E+2,6.85E-1,8.22E+3,7.70E-3,1.94E+1,7.70E-3
63,80,143Eu,-6.01E+3,2.00E+2,5.27E+3,1.13E+1,4.25E+3,1.13E+1,8.24E+3,7.67E-2,-1.81,7.67E-2
63,81,144Eu,-3.85E+3,2.99E+1,6.34E+3,1.08E+1,5.32E+3,1.08E+1,8.25E+3,7.49E-2,-9.53,7.49E-2
63,82,145Eu,-5.06E+3,1.99E+1,2.65E+3,2.72,1.63E+3,2.72,8.26E+3,2.11E-2,-1.16E+1,2.11E-2
63,83,146Eu,-1.03E+3,7.07,3.87E+3,5.86,2.85E+3,5.86,8.26E+3,4.12E-2,-7.18,4.12E-2
63,84,147Eu,-2.18E+3,2.52,1.72E+3,2.28,6.99E+2,2.28,8.26E+3,1.75E-2,5.24E-1,1.75E-2
63,85,148Eu,-2.80E+1,9.96,3.03E+3,9.96,2.01E+3,9.96,8.25E+3,6.73E-2,4.18,6.73E-2
63,86,149Eu,-1.31E+3,4.13,6.94E+2,3.78,-3.27E+2,3.78,8.25E+3,2.62E-2,1.04E+1,2.62E-2
63,87,150Eu,9.71E+2,3.54,2.25E+3,6.18,1.23E+3,6.18,8.24E+3,4.15E-2,1.35E+1,4.15E-2
63,87,150Eu,9.71E+2,3.54,2.25E+3,6.18,1.23E+3,6.18,8.24E+3,4.15E-2,1.35E+1,4.15E-2
63,88,151Eu,-4.64E+2,2.77,-7.66E+1,5.37E-1,-1.09E+3,5.37E-1,8.23E+3,7.70E-3,1.84E+1,7.70E-3
63,90,153Eu,-4.84E+2,7.15E-1,-8.07E+2,7.06E-1,-1.82E+3,7.06E-1,8.22E+3,7.70E-3,1.73E+1,7.70E-3
63,91,154Eu,1.96E+3,7.53E-1,7.17E+2,1.10,-3.04E+2,1.10,8.21E+3,7.70E-3,1.47E+1,7.70E-3
63,91,154Eu,1.96E+3,7.53E-1,7.17E+2,1.10,-3.04E+2,1.10,8.21E+3,7.70E-3,1.47E+1,7.70E-3
63,92,155Eu,2.51E+2,8.68E-1,-1.62E+3,1.20,-2.64E+3,1.20,8.21E+3,8.10E-3,1.24E+1,8.10E-3
63,93,156Eu,2.45E+3,3.40,-7.22E+2,7.90,-1.74E+3,7.90,8.20E+3,2.25E-2,7.98,2.25E-2
63,94,157Eu,1.36E+3,4.19,-2.78E+3,6.11,-3.80E+3,6.11,8.19E+3,2.70E-2,7.69,2.70E-2
63,95,158Eu,3.41E+3,2.25,-2.01E+3,5.11,-3.04E+3,5.11,8.18E+3,1.29E-2,3.71,1.29E-2
63,96,159Eu,2.51E+3,4.36,-3.83E+3,7.32,-4.85E+3,7.32,8.17E+3,2.72E-2,4.77,2.72E-2
63,97,160Eu,4.44E+3,1.44,-3.26E+3,2.15,-4.28E+3,2.15,8.16E+3,5.70E-3,7.74E-1,5.70E-3
63,97,160Eu,4.44E+3,1.44,-3.26E+3,2.15,-4.28E+3,2.15,8.16E+3,5.70E-3,7.74E-1,5.70E-3
63,98,161Eu,3.71E+3,1.05E+1,-5.11E+3,1.24E+1,-6.14E+3,1.24E+1,8.14E+3,6.46E-2,2.43,6.46E-2
63,99,162Eu,5.55E+3,4.17,-4.34E+3,3.76,-5.36E+3,3.76,8.12E+3,8.10E-3,-5.20E-1,8.10E-3
63,99,162Eu,5.55E+3,4.17,-4.34E+3,3.76,-5.36E+3,3.76,8.12E+3,8.10E-3,-5.20E-1,8.10E-3
64,79,143Gd,-7.81E+3,2.06E+2,6.01E+3,2.00E+2,4.98E+3,2.00E+2,8.19E+3,1.40,-1.86,1.40
64,79,143Gd,-7.81E+3,2.06E+2,6.01E+3,2.00E+2,4.98E+3,2.00E+2,8.19E+3,1.40,-1.86,1.40
64,70,134Gd,,,8.27E+3,5.00E+2,7.24E+3,5.00E+2,8.00E+3,3.00,-1.79E+1,3.00
64,72,136Gd,-1.31E+4,5.82E+2,7.15E+3,3.57E+2,6.13E+3,3.57E+2,8.06E+3,2.00,-8.57,2.00
64,71,135Gd,-1.11E+4,5.65E+2,9.89E+3,4.45E+2,8.87E+3,4.45E+2,8.02E+3,3.00,-1.16E+1,3.00
64,74,138Gd,-1.20E+4,3.61E+2,6.09E+3,2.02E+2,5.06E+3,2.02E+2,8.11E+3,1.00,-2.15,1.00
64,73,137Gd,-1.02E+4,4.99E+2,8.93E+3,2.98E+2,7.91E+3,2.98E+2,8.08E+3,2.00,-3.69,2.00
64,76,140Gd,-1.13E+4,8.00E+2,5.20E+3,5.86E+1,4.18E+3,5.86E+1,8.15E+3,1.99E-1,-7.56E-1,1.99E-1
64,75,139Gd,-9.50E+3,3.57E+2,7.76E+3,1.96E+2,6.74E+3,1.96E+2,8.12E+3,1.00,-2.30E-1,1.00
64,75,139Gd,-9.50E+3,3.57E+2,7.76E+3,1.96E+2,6.74E+3,1.96E+2,8.12E+3,1.00,-2.30E-1,1.00
64,78,142Gd,-1.04E+4,7.00E+2,4.34E+3,4.10E+1,3.32E+3,4.10E+1,8.19E+3,1.96E-1,-9.41E-1,1.96E-1
64,77,141Gd,-8.68E+3,1.07E+2,6.70E+3,2.34E+1,5.67E+3,2.34E+1,8.16E+3,1.40E-1,9.59E-1,1.40E-1
64,77,141Gd,-8.68E+3,1.07E+2,6.70E+3,2.34E+1,5.67E+3,2.34E+1,8.16E+3,1.40E-1,9.59E-1,1.40E-1
64,81,145Gd,-6.52E+3,1.09E+2,5.06E+3,1.99E+1,4.04E+3,1.99E+1,8.22E+3,1.36E-1,-9.84,1.36E-1
64,81,145Gd,-6.52E+3,1.09E+2,5.06E+3,1.99E+1,4.04E+3,1.99E+1,8.22E+3,1.36E-1,-9.84,1.36E-1
64,80,144Gd,-9.39E+3,3.95E+1,3.85E+3,2.99E+1,2.83E+3,2.99E+1,8.22E+3,1.94E-1,-6.08,1.94E-1
64,83,147Gd,-4.61E+3,8.14,2.18E+3,2.52,1.16E+3,2.52,8.24E+3,1.28E-2,-9.17,1.28E-2
64,82,146Gd,-8.32E+3,4.47E+1,1.03E+3,7.07,9.78,7.07,8.24E+3,2.79E-2,-1.50E+1,2.79E-2
64,85,149Gd,-3.63E+3,4.33,1.31E+3,4.13,2.92E+2,4.13,8.23E+3,2.22E-2,2.72,2.22E-2
64,84,148Gd,-5.73E+3,1.25E+1,2.80E+1,9.96,-9.93E+2,9.96,8.24E+3,9.90E-3,-2.51,9.90E-3
64,87,151Gd,-2.56E+3,3.76,4.64E+2,2.77,-5.57E+2,2.77,8.23E+3,1.98E-2,1.27E+1,1.98E-2
64,86,150Gd,-4.65E+3,8.37,-9.71E+2,3.54,-1.99E+3,3.54,8.24E+3,4.04E-2,7.82,4.04E-2
64,89,153Gd,-1.56E+3,3.84,4.84E+2,7.15E-1,-5.37E+2,7.15E-1,8.22E+3,6.60E-3,1.89E+1,6.60E-3
64,88,152Gd,-3.99E+3,4.00E+1,-1.81E+3,7.00E-1,-2.84E+3,7.00E-1,8.23E+3,6.60E-3,1.54E+1,6.60E-3
64,90,154Gd,-3.54E+3,4.52E+1,-1.96E+3,7.53E-1,-2.98E+3,7.53E-1,8.22E+3,6.50E-3,1.66E+1,6.50E-3
64,92,156Gd,-2.44E+3,3.67,-2.45E+3,3.40,-3.47E+3,3.40,8.21E+3,6.30E-3,1.35E+1,6.30E-3
64,91,155Gd,-8.19E+2,9.78,-2.51E+2,8.68E-1,-1.27E+3,8.68E-1,8.21E+3,6.30E-3,1.62E+1,6.30E-3
64,94,158Gd,-1.21E+3,9.79E-1,-3.41E+3,2.25,-4.44E+3,2.25,8.20E+3,6.20E-3,9.48,6.20E-3
64,93,157Gd,-6.00E+1,2.97E-1,-1.36E+3,4.19,-2.38E+3,4.19,8.20E+3,6.20E-3,1.09E+1,6.20E-3
64,96,160Gd,-1.05E+2,1.02,-4.44E+3,1.44,-5.47E+3,1.44,8.18E+3,7.00E-3,6.23,7.00E-3
64,95,159Gd,9.70E+2,7.49E-1,-2.51E+3,4.36,-3.54E+3,4.36,8.18E+3,6.20E-3,7.09,6.20E-3
64,98,162Gd,1.59E+3,4.46,-5.55E+3,4.17,-6.57E+3,4.17,8.15E+3,2.45E-2,3.99,2.45E-2
64,97,161Gd,1.95E+3,1.44,-3.71E+3,1.05E+1,-4.73E+3,1.05E+1,8.16E+3,9.29E-3,3.45,9.29E-3
64,99,163Gd,3.20E+3,4.13,-4.81E+3,1.20,-5.83E+3,1.20,8.14E+3,4.90E-3,1.82,4.90E-3
64,99,163Gd,3.20E+3,4.13,-4.81E+3,1.20,-5.83E+3,1.20,8.14E+3,4.90E-3,1.82,4.90E-3
64,104,168Gd,4.63E+3,3.00E+2,-8.89E+3,5.00E+2,-9.92E+3,5.00E+2,8.06E+3,2.00,2.49,2.00
64,103,167Gd,5.10E+3,5.55,-7.00E+3,4.00E+2,-8.02E+3,4.00E+2,8.07E+3,3.12E-2,1.08E-1,3.12E-2
64,102,166Gd,3.43E+3,2.15,-7.62E+3,1.00E+2,-8.64E+3,1.00E+2,8.09E+3,9.50E-3,2.14,9.50E-3
64,101,165Gd,4.06E+3,2.01,-5.79E+3,5.37,-6.81E+3,5.37,8.11E+3,7.90E-3,3.76E-1,7.90E-3
64,100,164Gd,2.41E+3,2.11,-6.46E+3,2.29,-7.48E+3,2.29,8.12E+3,6.10E-3,2.97,6.10E-3
64,108,172Gd,6.72E+3,5.83E+2,,,,,7.97E+3,2.00,7.96,2.00
64,107,171Gd,7.56E+3,6.40E+2,,,,,7.99E+3,3.00,6.14,3.00
64,106,170Gd,5.86E+3,5.83E+2,-9.98E+3,7.07E+2,-1.10E+4,7.07E+2,8.01E+3,3.00,5.61,3.00
64,105,169Gd,6.59E+3,5.00E+2,-8.23E+3,6.40E+2,-9.25E+3,6.40E+2,8.03E+3,2.00,2.34,2.00
65,101,166Tb,4.77E+3,1.66,-3.43E+3,2.15,-4.45E+3,2.15,8.11E+3,8.80E-3,-6.31E-1,8.80E-3
65,100,165Tb,3.02E+3,1.69,-4.06E+3,2.01,-5.08E+3,2.01,8.13E+3,9.29E-3,2.45,9.29E-3
65,103,168Tb,5.77E+3,1.40E+2,-4.63E+3,3.00E+2,-5.65E+3,3.00E+2,8.08E+3,2.50E-2,-1.65,2.50E-2
65,102,167Tb,4.02E+3,4.44,-5.10E+3,5.55,-6.12E+3,5.55,8.10E+3,1.15E-2,1.52,1.15E-2
65,109,174Tb,9.16E+3,7.07E+2,,,,,7.96E+3,3.00,5.21,3.00
65,108,173Tb,7.23E+3,6.40E+2,,,,,7.98E+3,3.00,6.17,3.00
65,105,170Tb,7.00E+3,3.61E+2,-5.86E+3,5.83E+2,-6.88E+3,5.83E+2,8.04E+3,2.00,-5.67E-1,2.00
65,104,169Tb,5.11E+3,4.25E+2,-6.59E+3,5.00E+2,-7.61E+3,5.00E+2,8.06E+3,2.00,7.52E-1,2.00
65,107,172Tb,8.07E+3,5.83E+2,-6.72E+3,5.83E+2,-7.74E+3,5.83E+2,8.00E+3,3.00,2.71,3.00
65,106,171Tb,6.24E+3,4.47E+2,-7.56E+3,6.40E+2,-8.58E+3,6.40E+2,8.03E+3,2.00,3.40,2.00
65,80,145Tb,-8.15E+3,1.11E+2,6.52E+3,1.09E+2,5.50E+3,1.09E+2,8.17E+3,7.64E-1,-8.62,7.64E-1
65,82,147Tb,-6.54E+3,1.19E+1,4.61E+3,8.14,3.59E+3,8.14,8.20E+3,5.51E-2,-1.27E+1,5.51E-2
65,82,147Tb,-6.54E+3,1.19E+1,4.61E+3,8.14,3.59E+3,8.14,8.20E+3,5.51E-2,-1.27E+1,5.51E-2
65,81,146Tb,-5.20E+3,4.51E+1,8.32E+3,4.47E+1,7.30E+3,4.47E+1,8.18E+3,3.07E-1,-1.12E+1,3.07E-1
65,81,146Tb,-5.20E+3,4.51E+1,8.32E+3,4.47E+1,7.30E+3,4.47E+1,8.18E+3,3.07E-1,-1.12E+1,3.07E-1
65,84,149Tb,-3.79E+3,9.13,3.63E+3,4.33,2.61E+3,4.33,8.20E+3,2.44E-2,4.78E-1,2.44E-2
65,84,149Tb,-3.79E+3,9.13,3.63E+3,4.33,2.61E+3,4.33,8.20E+3,2.44E-2,4.78E-1,2.44E-2
65,83,148Tb,-2.67E+3,9.59,5.73E+3,1.25E+1,4.71E+3,1.25E+1,8.20E+3,8.42E-2,-8.16,8.42E-2
65,83,148Tb,-2.67E+3,9.59,5.73E+3,1.25E+1,4.71E+3,1.25E+1,8.20E+3,8.42E-2,-8.16,8.42E-2
65,86,151Tb,-2.87E+3,4.94,2.56E+3,3.76,1.54E+3,3.76,8.20E+3,2.71E-2,1.09E+1,2.71E-2
65,86,151Tb,-2.87E+3,4.94,2.56E+3,3.76,1.54E+3,3.76,8.20E+3,2.71E-2,1.09E+1,2.71E-2
65,85,150Tb,-1.79E+3,8.38,4.65E+3,8.37,3.63E+3,8.37,8.20E+3,4.91E-2,2.89,4.91E-2
65,85,150Tb,-1.79E+3,8.38,4.65E+3,8.37,3.63E+3,8.37,8.20E+3,4.91E-2,2.89,4.91E-2
65,88,153Tb,-2.17E+3,1.93,1.56E+3,3.84,5.47E+2,3.84,8.20E+3,2.58E-2,1.79E+1,2.58E-2
65,87,152Tb,-5.99E+2,4.02E+1,3.99E+3,4.00E+1,2.96E+3,4.00E+1,8.20E+3,2.63E-1,1.36E+1,2.63E-1
65,87,152Tb,-5.99E+2,4.02E+1,3.99E+3,4.00E+1,2.96E+3,4.00E+1,8.20E+3,2.63E-1,1.36E+1,2.63E-1
65,89,154Tb,2.37E+2,4.59E+1,3.54E+3,4.52E+1,2.52E+3,4.52E+1,8.19E+3,2.94E-1,1.93E+1,2.94E-1
65,89,154Tb,2.37E+2,4.59E+1,3.54E+3,4.52E+1,2.52E+3,4.52E+1,8.19E+3,2.94E-1,1.93E+1,2.94E-1
65,89,154Tb,2.37E+2,4.59E+1,3.54E+3,4.52E+1,2.52E+3,4.52E+1,8.19E+3,2.94E-1,1.93E+1,2.94E-1
65,91,156Tb,4.38E+2,3.67,2.44E+3,3.67,1.42E+3,3.67,8.19E+3,2.42E-2,1.59E+1,2.42E-2
65,91,156Tb,4.38E+2,3.67,2.44E+3,3.67,1.42E+3,3.67,8.19E+3,2.42E-2,1.59E+1,2.42E-2
65,91,156Tb,4.38E+2,3.67,2.44E+3,3.67,1.42E+3,3.67,8.19E+3,2.42E-2,1.59E+1,2.42E-2
65,90,155Tb,-2.09E+3,1.89,8.19E+2,9.78,-2.02E+2,9.78,8.20E+3,6.34E-2,1.74E+1,6.34E-2
65,93,158Tb,9.36E+2,2.47,1.21E+3,9.79E-1,1.97E+2,9.79E-1,8.18E+3,8.00E-3,1.08E+1,8.00E-3
65,93,158Tb,9.36E+2,2.47,1.21E+3,9.79E-1,1.97E+2,9.79E-1,8.18E+3,8.00E-3,1.08E+1,8.00E-3
65,92,157Tb,-1.33E+3,5.12,6.00E+1,2.97E-1,-9.61E+2,2.97E-1,8.19E+3,6.50E-3,1.40E+1,6.50E-3
65,95,160Tb,1.83E+3,1.10,1.05E+2,1.02,-9.16E+2,1.02,8.17E+3,6.90E-3,7.06,6.90E-3
65,94,159Tb,-3.65E+2,1.15,-9.70E+2,7.49E-1,-1.99E+3,7.49E-1,8.18E+3,6.90E-3,1.01E+1,6.90E-3
65,97,162Tb,2.30E+3,2.16,-1.59E+3,4.46,-2.62E+3,4.46,8.16E+3,1.27E-2,5.14E-1,1.27E-2
65,97,162Tb,2.30E+3,2.16,-1.59E+3,4.46,-2.62E+3,4.46,8.16E+3,1.27E-2,5.14E-1,1.27E-2
65,96,161Tb,5.93E+2,1.20,-1.95E+3,1.44,-2.97E+3,1.44,8.17E+3,7.60E-3,6.61,7.60E-3
65,99,164Tb,3.86E+3,1.98,-2.41E+3,2.11,-3.43E+3,2.11,8.13E+3,1.14E-2,5.74E-1,1.14E-2
65,99,164Tb,3.86E+3,1.98,-2.41E+3,2.11,-3.43E+3,2.11,8.13E+3,1.14E-2,5.74E-1,1.14E-2
65,98,163Tb,1.78E+3,4.00,-3.20E+3,4.13,-4.22E+3,4.13,8.15E+3,2.48E-2,3.29,2.48E-2
65,70,135Tb,,,1.11E+4,5.65E+2,1.01E+4,5.65E+2,7.93E+3,3.00,-2.39E+1,3.00
65,73,138Tb,-8.66E+3,5.86E+2,1.20E+4,3.61E+2,1.10E+4,3.61E+2,8.01E+3,2.00,-8.43,2.00
65,75,140Tb,-7.65E+3,8.95E+2,1.13E+4,8.00E+2,1.02E+4,8.00E+2,8.06E+3,5.71,-2.74,5.71
65,74,139Tb,-1.04E+4,5.82E+2,9.50E+3,3.57E+2,8.47E+3,3.57E+2,8.05E+3,2.00,-5.00,2.00
65,77,142Tb,-6.44E+3,2.00E+2,1.04E+4,7.00E+2,9.37E+3,7.00E+2,8.11E+3,4.93,-5.49E-2,4.93
65,77,142Tb,-6.44E+3,2.00E+2,1.04E+4,7.00E+2,9.37E+3,7.00E+2,8.11E+3,4.93,-5.49E-2,4.93
65,76,141Tb,-9.15E+3,3.16E+2,8.68E+3,1.07E+2,7.66E+3,1.07E+2,8.09E+3,7.46E-1,-2.89E-1,7.46E-1
65,79,144Tb,-5.79E+3,2.88E+1,9.39E+3,3.95E+1,8.36E+3,3.95E+1,8.15E+3,1.94E-1,-3.40,1.94E-1
65,79,144Tb,-5.79E+3,2.88E+1,9.39E+3,3.95E+1,8.36E+3,3.95E+1,8.15E+3,1.94E-1,-3.40,1.94E-1
65,78,143Tb,-8.25E+3,5.28E+1,7.81E+3,2.06E+2,6.79E+3,2.06E+2,8.13E+3,3.58E-1,-2.99E-1,3.58E-1
65,78,143Tb,-8.25E+3,5.28E+1,7.81E+3,2.06E+2,6.79E+3,2.06E+2,8.13E+3,3.58E-1,-2.99E-1,3.58E-1
66,75,141Dy,-1.10E+4,4.99E+2,9.15E+3,3.16E+2,8.13E+3,3.16E+2,8.02E+3,2.00,-9.47,2.00
66,76,142Dy,-1.28E+4,8.31E+2,6.44E+3,2.00E+2,5.41E+3,2.00E+2,8.06E+3,5.00,-9.59,5.00
66,73,139Dy,,,1.04E+4,5.82E+2,9.40E+3,5.82E+2,7.97E+3,4.00,-1.43E+1,4.00
66,74,140Dy,-1.35E+4,6.41E+2,7.65E+3,8.95E+2,6.63E+3,8.95E+2,8.00E+3,3.00,-1.22E+1,3.00
66,79,145Dy,-9.12E+3,9.90,8.15E+3,1.11E+2,7.13E+3,1.11E+2,8.11E+3,4.50E-2,-6.86,4.50E-2
66,79,145Dy,-9.12E+3,9.90,8.15E+3,1.11E+2,7.13E+3,1.11E+2,8.11E+3,4.50E-2,-6.86,4.50E-2
66,77,143Dy,-1.01E+4,2.98E+2,8.25E+3,5.28E+1,7.22E+3,5.28E+1,8.07E+3,9.12E-2,-6.65,9.12E-2
66,77,143Dy,-1.01E+4,2.98E+2,8.25E+3,5.28E+1,7.22E+3,5.28E+1,8.07E+3,9.12E-2,-6.65,9.12E-2
66,78,144Dy,-1.19E+4,1.11E+1,5.79E+3,2.88E+1,4.77E+3,2.88E+1,8.10E+3,4.97E-2,-8.18,4.97E-2
66,82,148Dy,-9.86E+3,8.42E+1,2.67E+3,9.59,1.65E+3,9.59,8.18E+3,5.89E-2,-1.75E+1,5.89E-2
66,83,149Dy,-6.04E+3,1.27E+1,3.79E+3,9.13,2.77E+3,9.13,8.17E+3,6.16E-2,-1.08E+1,6.16E-2
66,83,149Dy,-6.04E+3,1.27E+1,3.79E+3,9.13,2.77E+3,9.13,8.17E+3,6.16E-2,-1.08E+1,6.16E-2
66,80,146Dy,-1.13E+4,9.39,5.20E+3,4.51E+1,4.18E+3,4.51E+1,8.14E+3,4.59E-2,-1.15E+1,4.59E-2
66,80,146Dy,-1.13E+4,9.39,5.20E+3,4.51E+1,4.18E+3,4.51E+1,8.14E+3,4.59E-2,-1.15E+1,4.59E-2
66,81,147Dy,-8.43E+3,1.01E+1,6.54E+3,1.19E+1,5.52E+3,1.19E+1,8.15E+3,6.02E-2,-1.36E+1,6.02E-2
66,81,147Dy,-8.43E+3,1.01E+1,6.54E+3,1.19E+1,5.52E+3,1.19E+1,8.15E+3,6.02E-2,-1.36E+1,6.02E-2
66,86,152Dy,-6.51E+3,1.33E+1,5.99E+2,4.02E+1,-4.22E+2,4.02E+1,8.19E+3,3.02E-2,5.94,3.02E-2
66,87,153Dy,-4.13E+3,6.15,2.17E+3,1.93,1.14E+3,1.93,8.18E+3,2.62E-2,1.12E+1,2.62E-2
66,84,150Dy,-7.36E+3,1.44E+1,1.79E+3,8.38,7.74E+2,8.38,8.18E+3,2.88E-2,-4.49,2.88E-2
66,85,151Dy,-5.12E+3,8.75,2.87E+3,4.94,1.84E+3,4.94,8.18E+3,2.14E-2,1.33,2.14E-2
66,88,154Dy,-5.75E+3,1.01E+1,-2.37E+2,4.59E+1,-1.25E+3,4.59E+1,8.19E+3,4.83E-2,1.34E+1,4.83E-2
66,89,155Dy,-3.11E+3,1.65E+1,2.09E+3,1.89,1.07E+3,1.89,8.18E+3,6.22E-2,1.73E+1,6.22E-2
66,90,156Dy,-4.99E+3,3.84E+1,-4.38E+2,3.67,-1.46E+3,3.67,8.19E+3,6.30E-3,1.57E+1,6.30E-3
66,93,159Dy,-1.83E+3,2.68,3.65E+2,1.15,-6.56E+2,1.15,8.18E+3,9.10E-3,1.26E+1,9.10E-3
66,94,160Dy,-3.29E+3,1.50E+1,-1.83E+3,1.10,-2.85E+3,1.10,8.18E+3,4.40E-3,1.10E+1,4.40E-3
66,91,157Dy,-2.59E+3,2.37E+1,1.33E+3,5.12,3.17E+2,5.12,8.18E+3,3.28E-2,1.60E+1,3.28E-2
66,92,158Dy,-4.21E+3,2.70E+1,-9.36E+2,2.47,-1.95E+3,2.47,8.19E+3,1.48E-2,1.41E+1,1.48E-2
66,97,163Dy,-2.83,2.22E-2,-1.78E+3,4.00,-2.80E+3,4.00,8.16E+3,4.30E-3,4.90,4.30E-3
66,98,164Dy,-9.87E+2,1.37,-3.86E+3,1.98,-4.88E+3,1.98,8.15E+3,4.20E-3,4.15,4.20E-3
66,95,161Dy,-8.59E+2,2.13,-5.93E+2,1.20,-1.61E+3,1.20,8.17E+3,4.30E-3,9.44,4.30E-3
66,96,162Dy,-2.14E+3,3.09,-2.30E+3,2.16,-3.32E+3,2.16,8.17E+3,4.30E-3,7.75,4.30E-3
66,99,165Dy,1.28E+3,7.50E-1,-3.02E+3,1.69,-4.04E+3,1.69,8.14E+3,4.20E-3,2.44,4.20E-3
66,99,165Dy,1.28E+3,7.50E-1,-3.02E+3,1.69,-4.04E+3,1.69,8.14E+3,4.20E-3,2.44,4.20E-3
66,110,176Dy,5.78E+3,7.07E+2,,,,,7.96E+3,3.00,7.61,3.00
66,102,168Dy,1.50E+3,1.43E+2,-5.77E+3,1.40E+2,-6.79E+3,1.40E+2,8.11E+3,8.33E-1,1.63,8.33E-1
66,101,167Dy,2.36E+3,6.55,-4.02E+3,4.44,-5.05E+3,4.44,8.12E+3,2.40E-2,1.19,2.40E-2
66,100,166Dy,4.85E+2,8.50E-1,-4.77E+3,1.66,-5.79E+3,1.66,8.13E+3,4.79E-3,3.13,4.79E-3
66,106,172Dy,3.72E+3,3.58E+2,-8.07E+3,5.83E+2,-9.09E+3,5.83E+2,8.04E+3,2.00,2.39,2.00
66,106,172Dy,3.72E+3,3.58E+2,-8.07E+3,5.83E+2,-9.09E+3,5.83E+2,8.04E+3,2.00,2.39,2.00
66,105,171Dy,4.50E+3,6.33E+2,-6.24E+3,4.47E+2,-7.26E+3,4.47E+2,8.06E+3,1.00,8.16E-1,1.00
66,104,170Dy,2.52E+3,2.06E+2,-7.00E+3,3.61E+2,-8.02E+3,3.61E+2,8.08E+3,1.00,4.04E-1,1.00
66,103,169Dy,3.20E+3,3.00E+2,-5.11E+3,4.25E+2,-6.13E+3,4.25E+2,8.09E+3,1.77,-6.23E-1,1.77
66,109,175Dy,6.57E+3,6.40E+2,,,,,7.98E+3,3.00,5.05,3.00
