z,n,name,spinAndParity,massExcess(keV),massExcessUncertainty,neutronSeparationEnergy,neutronSeparationEnergyUncertainty,protonSeparationEnergy,protonSeparationEnergyUncertainty,pairingGap,pairingGapUncertainty,alpha,alphaUncertainty,deltaAlpha,deltaAlphaUncertainty
16,10,26S,,,,,,,,,,-8.38E+3,7.81E+2,1.75E+2,5.00E+2
16,26,42S,,,,,,,,2.03E+3,3.77,-1.58E+4,1.04E+2,6.66E+2,5.24E+1
16,25,41S,,,,,,,,1.22E+3,3.78,-1.48E+4,1.13E+2,8.37E+2,5.69E+1
16,24,40S,,,,,,,,1.75E+3,2.52E+1,-1.28E+4,7.19E+1,2.83E+2,3.60E+1
16,23,39S,,,,,,,,1.68E+3,3.55E+1,-1.11E+4,6.15E+1,-3.79E+1,3.97E+1
16,29,45S,,,,,,,,9.52E+2,3.04E+2,-1.89E+4,4.24E+2,1.41E+3,3.27E+2
16,28,44S,,,,,,,,1.44E+3,1.57E+2,-1.72E+4,1.22E+2,8.60E+2,6.16E+1
16,27,43S,,,,,,,,1.22E+3,4.59,-1.69E+4,1.35E+2,6.71E+2,6.78E+1
16,22,38S,,,,,,,,1.83E+3,2.55E+1,-9.29E+3,7.21,-3.45E+2,5.84
16,21,37S,,,,,,,,1.86E+3,3.58,-8.80E+3,7.26E-1,1.05E+2,4.14E-1
16,20,36S,,,,,,,,2.79E+3,1.67E-1,-9.01E+3,3.52E-1,1.10E+3,1.99E-1
17,28,45Cl,,,,,,,,1.15E+3,1.16E+2,-1.57E+4,1.81E+2,9.66E+2,1.13E+2
17,29,46Cl,,,,,,,,1.82E+2,1.34E+2,-1.72E+4,1.35E+2,1.41E+3,8.36E+1
17,24,41Cl,,,,,,,,1.11E+3,5.92E+1,-1.07E+4,7.85E+1,-4.98E+2,5.21E+1
17,25,42Cl,,,,,,,,9.01E+2,6.25E+1,-1.26E+4,9.39E+1,-1.85E+2,5.56E+1
17,26,43Cl,,,,,,,,1.50E+3,6.80E+1,-1.38E+4,1.28E+2,-8.37E+1,7.13E+1
17,27,44Cl,,,,,,,,7.32E+2,9.61E+1,-1.47E+4,1.19E+2,2.67E+2,7.35E+1
17,20,37Cl,,,,,,,,2.10E+3,6.40E-2,-7.84E+3,1.09,8.13E+2,5.46E-1
17,21,38Cl,,,,,,,,9.82E+2,8.69E-1,-7.67E+3,8.16E-1,1.27E+1,4.14E-1
17,21,38Cl,,,,,,,,9.82E+2,8.69E-1,-7.67E+3,8.16E-1,1.27E+1,4.14E-1
17,22,39Cl,,,,,,,,1.12E+3,1.60E+1,-7.36E+3,2.54,-9.16E+2,1.55
17,23,40Cl,,,,,,,,9.95E+2,4.11E+1,-9.73E+3,3.46E+1,-4.58E+2,2.36E+1
17,35,52Cl,,,,,,,,,,,,,
17,31,48Cl,,,,,,,,1.60E+2,4.03E+2,-1.78E+4,6.40E+2,1.26E+3,4.06E+2
17,32,49Cl,,,,,,,,9.98E+2,4.17E+2,-1.76E+4,6.40E+2,1.09E+3,3.81E+2
17,33,50Cl,,,,,,,,1.97E+2,4.95E+2,-1.75E+4,6.40E+2,1.14E+3,4.26E+2
17,34,51Cl,,,,,,,,7.19E+2,6.39E+2,-1.69E+4,9.22E+2,3.50E+2,6.30E+2
17,30,47Cl,,,,,,,,5.74E+2,2.78E+2,-1.70E+4,3.61E+2,8.43E+2,2.06E+2
17,17,34Cl,,,,,,,,5.68E+2,1.98E-1,-6.66E+3,8.14E-2,-6.07E+1,1.08E-1
17,17,34Cl,,,,,,,,5.68E+2,1.98E-1,-6.66E+3,8.14E-2,-6.07E+1,1.08E-1
17,18,35Cl,,,,,,,,2.03E+3,3.87E-2,-6.99E+3,3.54E-2,-1.10E+2,2.52E-2
17,19,36Cl,,,,,,,,8.65E+2,4.03E-2,-7.64E+3,5.37E-2,6.01E+2,4.27E-2
17,13,30Cl,,,,,,,,1.17E+3,1.02E+2,-8.72E+3,1.97E+2,2.01E+2,1.39E+2
17,14,31Cl,,,,,,,,2.70E+3,1.21E+1,-8.80E+3,9.63,1.11E+3,5.12
17,15,32Cl,,,,,,,,6.84E+2,1.77,-8.61E+3,1.25,1.05E+3,6.97E-1
17,16,33Cl,,,,,,,,2.11E+3,3.94E-1,-6.47E+3,5.30E-1,1.26E+2,3.32E-1
17,11,28Cl,,,,,,,,,,-8.17E+3,7.07E+2,-2.65E+2,4.76E+2
17,12,29Cl,,,,,,,,2.44E+3,2.90E+2,-8.59E+3,4.42E+2,-1.57E+2,2.60E+2
18,36,54Ar,,,,,,,,,,,,,
18,32,50Ar,,,,,,,,1.45E+3,4.52E+2,-1.62E+4,6.40E+2,9.70E+2,4.07E+2
18,33,51Ar,,,,,,,,8.30E+2,4.93E+2,-1.61E+4,5.65E+2,7.64E+2,3.55E+2
18,34,52Ar,,,,,,,,1.55E+3,5.95E+2,-1.61E+4,7.81E+2,8.19E+2,5.08E+2
18,35,53Ar,,,,,,,,1.22E+3,7.06E+2,-1.60E+4,9.10E+2,1.25E+2,6.07E+2
18,30,48Ar,,,,,,,,1.14E+3,1.96E+2,-1.55E+4,1.75E+1,6.19E+2,1.21E+1
18,31,49Ar,,,,,,,,7.29E+2,3.73E+2,-1.61E+4,5.00E+2,6.96E+2,3.20E+2
18,18,36Ar,,,,,,,,3.23E+3,3.55E-1,-6.64E+3,2.70E-2,-1.99E+2,2.16E-2
18,19,37Ar,,,,,,,,1.52E+3,1.76E-1,-6.78E+3,2.06E-1,8.57E+1,1.61E-1
18,14,32Ar,,,,,,,,3.16E+3,9.30E+1,-8.69E+3,1.60E+2,1.01E+3,8.24E+1
18,15,33Ar,,,,,,,,9.05E+2,9.29E-1,-8.71E+3,1.30E+1,1.26E+3,6.53
18,16,34Ar,,,,,,,,2.16E+3,3.97E-1,-6.74E+3,2.20E-1,3.19E+2,1.51E-1
18,17,35Ar,,,,,,,,1.25E+3,4.81E-1,-6.42E+3,7.17E-1,-1.15E+2,5.77E-1
18,11,29Ar,,,,,,,,,,,,,
18,12,30Ar,,,,,,,,2.57E+3,2.68E+2,-8.03E+3,6.26E+2,-7.86E+2,3.58E+2
18,13,31Ar,,,,,,,,1.37E+3,1.59E+2,-8.59E+3,4.47E+2,1.50E+1,2.64E+2
18,29,47Ar,,,,,,,,6.95E+2,8.50,-1.55E+4,5.11,1.10E+3,2.64
18,25,43Ar,,,,,,,,1.53E+3,4.80,-1.12E+4,5.02E+1,-7.43E+2,2.53E+1
18,26,44Ar,,,,,,,,1.78E+3,2.89,-1.22E+4,4.28,-8.58E+2,2.28
18,27,45Ar,,,,,,,,1.45E+3,1.45,-1.31E+4,4.13,-3.83E+2,2.08
18,28,46Ar,,,,,,,,2.20E+3,1.77,-1.45E+4,3.63,1.15E+3,2.30
18,21,39Ar,,,,,,,,1.63E+3,3.53,-6.82E+3,5.00,-3.85E+2,3.53
18,22,40Ar,,,,,,,,1.88E+3,2.50,-6.80E+3,1.88E-1,-1.02E+3,1.87E-1
18,23,41Ar,,,,,,,,1.66E+3,2.89,-8.59E+3,3.99E-1,-7.86E+2,3.21E-1
18,24,42Ar,,,,,,,,1.88E+3,4.87,-9.98E+3,9.20,-5.77E+2,5.54
18,20,38Ar,,,,,,,,2.61E+3,2.50,-7.20E+3,2.00E-1,4.75E+2,1.58E-1
19,40,59K,,,,,,,,,,,,,
19,27,46K,,,,,,,,7.49E+2,9.05E-1,-1.30E+4,5.96E+1,7.29E+2,2.98E+1
19,26,45K,,,,,,,,1.01E+3,5.58E-1,-1.17E+4,6.87E+1,-3.19E+2,3.43E+1
19,29,48K,,,,,,,,3.77E+2,9.73E-1,-1.42E+4,8.55E+1,1.78E+3,4.28E+1
19,28,47K,,,,,,,,1.86E+3,1.12,-1.39E+4,6.18E+1,2.00E+3,3.09E+1
19,23,42K,,,,,,,,1.04E+3,2.17E-1,-7.64E+3,1.44E-1,-7.57E+2,3.47E-1
19,22,41K,,,,,,,,1.28E+3,6.01E-2,-6.22E+3,5.19E-2,-8.57E+2,3.32E-1
19,25,44K,,,,,,,,8.14E+2,4.44E-1,-1.06E+4,3.20E+1,-2.49E+2,1.62E+1
19,24,43K,,,,,,,,1.17E+3,3.60E-1,-9.20E+3,1.77,-4.93E+2,1.32
19,21,40K,,,,,,,,1.14E+3,4.04E-2,-6.43E+3,6.65E-2,-1.33E+2,8.78E-1
19,20,39K,,,,,,,,2.63E+3,1.01E-1,-7.21E+3,3.58E-2,1.20E+3,9.31E-1
19,38,57K,,,,,,,,8.54E+2,6.42E+2,,,,
19,37,56K,,,,,,,,6.97E+2,5.90E+2,-1.68E+4,9.22E+2,9.24E+2,6.04E+2
19,34,53K,,,,,,,,1.16E+3,2.05E+2,-1.54E+4,4.15E+2,1.97E+3,2.32E+2
19,33,52K,,,,,,,,2.67E+2,6.10E+1,-1.52E+4,5.01E+2,2.23E+3,2.82E+2
19,36,55K,,,,,,,,9.39E+2,5.03E+2,-1.62E+4,8.60E+2,1.26E+3,5.12E+2
19,35,54K,,,,,,,,7.71E+2,3.68E+2,-1.52E+4,5.65E+2,1.26E+3,3.58E+2
19,30,49K,,,,,,,,6.05E+2,3.92,-1.37E+4,1.36E+2,1.09E+3,6.86E+1
19,32,51K,,,,,,,,1.08E+3,1.95E+1,-1.53E+4,2.01E+2,2.30E+3,1.05E+2
19,31,50K,,,,,,,,3.35E+2,8.51,-1.44E+4,9.75E+1,1.64E+3,4.94E+1
19,19,38K,,,,,,,,5.02E+2,1.44E-1,-6.78E+3,2.01E-1,5.20E+2,1.59E-1
19,19,38K,,,,,,,,5.02E+2,1.44E-1,-6.78E+3,2.01E-1,5.20E+2,1.59E-1
19,16,35K,,,,,,,,1.85E+3,1.02E+2,-6.56E+3,3.48,5.69E+2,1.21E+1
19,18,37K,,,,,,,,1.69E+3,1.99E-1,-6.22E+3,4.01E-1,-2.26E+1,2.09E-1
19,17,36K,,,,,,,,5.69E+2,3.46E-1,-6.50E+3,6.06E-1,4.88E+2,1.45
19,12,31K,,,,,,,,,,,,,
20,39,59Ca,,,,,,,,1.05E+3,6.09E+2,,,,
20,38,58Ca,,,,,,,,1.14E+3,5.12E+2,-1.65E+4,9.44E+2,1.71E+3,5.70E+2
20,37,57Ca,,,,,,,,9.56E+2,4.04E+2,-1.57E+4,8.05E+2,1.77E+3,4.73E+2
20,36,56Ca,,,,,,,,9.02E+2,2.78E+2,-1.45E+4,6.50E+2,1.77E+3,3.68E+2
20,35,55Ca,,,,,,,,6.85E+2,1.70E+2,-1.45E+4,4.31E+2,2.46E+3,2.74E+2
20,34,54Ca,,,,,,,,1.14E+3,8.98E+1,-1.43E+4,5.03E+2,3.08E+3,2.68E+2
20,33,53Ca,,,,,,,,3.25E+2,3.93E+1,-1.47E+4,4.02E+2,3.65E+3,2.26E+2
20,32,52Ca,,,,,,,,1.40E+3,2.18E+1,-1.43E+4,1.67E+1,3.37E+3,5.07E+1
20,31,51Ca,,,,,,,,5.95E+2,9.35E-1,-1.33E+4,1.31,2.73E+3,1.44E+1
20,30,50Ca,,,,,,,,7.73E+2,1.15,-1.22E+4,2.81,1.83E+3,8.08
20,40,60Ca,,,,,,,,1.39E+3,7.09E+2,,,,
20,19,39Ca,,,,,,,,1.16E+3,4.33E-1,-6.66E+3,9.04E-1,1.10E+3,2.91
20,18,38Ca,,,,,,,,1.84E+3,4.55E-1,-6.10E+3,2.09E-1,3.17E+2,1.96E-1
20,17,37Ca,,,,,,,,1.11E+3,2.00E+1,-6.17E+3,7.50E-1,5.95E+2,1.39E+1
20,16,36Ca,,,,,,,,2.47E+3,1.08E+2,-6.67E+3,4.00E+1,8.54E+2,4.43E+1
20,15,35Ca,,,,,,,,9.66E+2,2.14E+2,-8.56E+3,2.83E+2,1.72E+3,2.00E+2
20,29,49Ca,,,,,,,,6.07E+2,8.02E-1,-1.39E+4,5.42E-1,2.97E+3,1.47
20,28,48Ca,,,,,,,,2.40E+3,1.11,-1.39E+4,1.58,3.14E+3,1.58
20,27,47Ca,,,,,,,,1.33E+3,1.92,-1.27E+4,5.75,1.47E+3,3.09
20,26,46Ca,,,,,,,,1.56E+3,1.94,-1.11E+4,6.19,2.12E+2,3.29
20,25,45Ca,,,,,,,,1.49E+3,1.15,-1.01E+4,5.04E-1,-3.53,3.13E-1
20,24,44Ca,,,,,,,,1.85E+3,3.14E-1,-8.85E+3,3.24E-1,-2.97E+2,2.32E-1
20,23,43Ca,,,,,,,,1.59E+3,2.40E-1,-7.59E+3,5.00,-6.81E+2,2.50
20,22,42Ca,,,,,,,,1.77E+3,1.69E-1,-6.25E+3,2.45E-1,-8.74E+2,1.50E-1
20,21,41Ca,,,,,,,,1.55E+3,1.23E-1,-6.61E+3,2.48E-1,1.58E+2,4.40E-1
20,20,40Ca,,,,,,,,3.63E+3,3.06E-1,-7.03E+3,3.39E-2,9.56E+2,3.50E-1
21,29,50Sc,,,,,,,,3.69E+2,2.45,-1.15E+4,2.61,1.88E+3,5.87
21,29,50Sc,,,,,,,,3.69E+2,2.45,-1.15E+4,2.61,1.88E+3,5.87
21,28,49Sc,,,,,,,,2.04E+3,3.20,-1.23E+4,2.32,2.32E+3,2.24
21,27,48Sc,,,,,,,,9.45E+2,3.80,-1.11E+4,4.96,8.91E+2,3.50
21,26,47Sc,,,,,,,,1.20E+3,2.84,-1.01E+4,1.97,-5.24E+1,1.38
21,25,46Sc,,,,,,,,9.42E+2,1.12,-9.16E+3,6.79E-1,-3.60E+2,4.77E-1
21,25,46Sc,,,,,,,,9.42E+2,1.12,-9.16E+3,6.79E-1,-3.60E+2,4.77E-1
21,24,45Sc,,,,,,,,1.28E+3,1.04,-7.93E+3,6.63E-1,-6.88E+2,6.22E-1
21,24,45Sc,,,,,,,,1.28E+3,1.04,-7.93E+3,6.63E-1,-6.88E+2,6.22E-1
21,23,44Sc,,,,,,,,8.14E+2,1.58,-6.70E+3,1.75,-1.19E+3,1.33
21,23,44Sc,,,,,,,,8.14E+2,1.58,-6.70E+3,1.75,-1.19E+3,1.33
21,22,43Sc,,,,,,,,1.21E+3,1.58,-4.80E+3,1.86,-1.71E+3,1.31
21,21,42Sc,,,,,,,,2.94E+2,9.38E-1,-5.74E+3,2.48E-1,-8.17E+2,1.60E-1
21,21,42Sc,,,,,,,,2.94E+2,9.38E-1,-5.74E+3,2.48E-1,-8.17E+2,1.60E-1
21,20,41Sc,,,,,,,,2.32E+3,1.41,-6.26E+3,1.21E-1,2.99E+2,4.37E-1
21,39,60Sc,,,,,,,,6.41E+2,4.73E+2,-1.49E+4,7.81E+2,3.80E+2,5.04E+2
21,38,59Sc,,,,,,,,8.24E+2,3.12E+2,-1.37E+4,5.59E+2,1.94E+2,3.50E+2
21,37,58Sc,,,,,,,,6.25E+2,2.04E+2,-1.27E+4,4.42E+2,2.97E+2,2.74E+2
21,36,57Sc,,,,,,,,8.81E+2,2.05E+2,-1.15E+4,2.11E+2,1.43E+2,1.81E+2
21,35,56Sc,,,,,,,,5.95E+2,2.06E+2,-1.08E+4,2.61E+2,4.03E+2,2.05E+2
21,34,55Sc,,,,,,,,8.65E+2,1.37E+2,-1.07E+4,6.37E+1,7.79E+2,8.19E+1
21,33,54Sc,,,,,,,,3.67E+2,3.39E+1,-1.11E+4,1.59E+1,1.35E+3,4.90E+1
21,32,53Sc,,,,,,,,1.28E+3,1.44E+1,-1.15E+4,1.77E+1,1.74E+3,4.41E+1
21,31,52Sc,,,,,,,,4.86E+2,9.19,-1.06E+4,3.16,1.28E+3,8.79E+1
21,30,51Sc,,,,,,,,7.20E+2,2.66,-9.96E+3,2.87,8.31E+2,1.36E+1
21,19,40Sc,,,,,,,,8.84E+2,1.21E+1,-5.53E+3,2.84,-8.92E+1,4.14
21,18,39Sc,,,,,,,,1.78E+3,9.65E+1,-5.42E+3,2.40E+1,-3.71E+2,2.73E+1
21,41,62Sc,,,,,,,,5.55E+2,6.36E+2,-1.70E+4,9.22E+2,5.05E+2,6.04E+2
21,40,61Sc,,,,,,,,9.16E+2,5.82E+2,-1.60E+4,8.48E+2,5.10E+2,5.76E+2
22,39,61Ti,,,,,,,,7.35E+2,3.09E+2,-1.22E+4,5.00E+2,-1.06E+3,3.08E+2
22,38,60Ti,,,,,,,,9.67E+2,2.71E+2,-1.10E+4,3.46E+2,-1.47E+3,2.58E+2
22,37,59Ti,,,,,,,,6.42E+2,2.57E+2,-9.65E+3,3.40E+2,-1.53E+3,2.29E+2
22,36,58Ti,,,,,,,,7.83E+2,2.21E+2,-8.18E+3,1.89E+2,-2.08E+3,1.31E+2
22,35,57Ti,,,,,,,,7.68E+2,1.79E+2,-7.43E+3,2.10E+2,-1.54E+3,1.47E+2
22,34,56Ti,,,,,,,,1.30E+3,1.25E+2,-7.58E+3,1.00E+2,-1.16E+3,7.08E+1
22,33,55Ti,,,,,,,,7.50E+2,5.46E+1,-7.92E+3,2.88E+1,-3.91E+2,2.04E+1
22,32,54Ti,,,,,,,,1.38E+3,1.83E+1,-8.57E+3,1.59E+1,-4.67E+1,1.13E+1
22,31,53Ti,,,,,,,,7.29E+2,8.29,-8.00E+3,2.89,-3.10E+1,2.24
22,30,52Ti,,,,,,,,1.17E+3,2.43,-7.67E+3,2.74,-2.77E+2,1.96
22,42,64Ti,,,,,,,,1.20E+3,5.97E+2,-1.49E+4,9.22E+2,-8.65E+2,6.04E+2
22,41,63Ti,,,,,,,,9.89E+2,4.94E+2,-1.40E+4,7.81E+2,-8.70E+2,5.04E+2
22,40,62Ti,,,,,,,,1.04E+3,3.94E+2,-1.30E+4,6.40E+2,-1.13E+3,4.06E+2
22,19,41Ti,,,,,,,,1.35E+3,3.94E+1,-4.98E+3,2.79E+1,-6.27E+2,2.65E+1
22,18,40Ti,,,,,,,,2.39E+3,1.09E+2,-4.96E+3,7.91E+1,-9.43E+2,5.81E+1
22,17,39Ti,,,,,,,,1.30E+3,2.08E+2,-5.11E+3,2.83E+2,-8.90E+2,2.00E+2
22,29,51Ti,,,,,,,,7.21E+2,1.41,-9.81E+3,2.27,1.00E+3,1.16
22,28,50Ti,,,,,,,,2.28E+3,2.52E-1,-1.07E+4,2.23,1.39E+3,1.11
22,27,49Ti,,,,,,,,1.39E+3,7.97E-2,-1.01E+4,3.73E-1,5.14E+2,1.91E-1
22,26,48Ti,,,,,,,,1.74E+3,7.79E-2,-9.44E+3,3.32E-1,4.88E+1,1.71E-1
22,25,47Ti,,,,,,,,1.37E+3,8.23E-2,-8.95E+3,2.40E-1,7.81,1.42E-1
22,24,46Ti,,,,,,,,2.15E+3,4.25E-1,-8.00E+3,1.73E-1,-2.76E+2,9.51E-2
22,23,45Ti,,,,,,,,1.82E+3,6.89E-1,-6.29E+3,8.44E-1,-1.22E+3,1.25
22,22,44Ti,,,,,,,,3.38E+3,2.93,-5.12E+3,7.00E-1,-1.28E+3,3.68
22,21,43Ti,,,,,,,,2.01E+3,4.06,-4.45E+3,5.74,-1.60E+3,4.81
22,20,42Ti,,,,,,,,2.59E+3,1.42E+1,-5.47E+3,3.32E-1,-6.60E+2,5.73
23,41,64V,,,,,,,,6.22E+2,4.12E+2,-1.41E+4,6.40E+2,-4.15E+2,4.06E+2
23,42,65V,,,,,,,,8.23E+2,4.91E+2,-1.50E+4,7.81E+2,-3.19E+2,5.04E+2
23,43,66V,,,,,,,,6.50E+2,5.45E+2,-1.60E+4,7.81E+2,-2.70E+2,5.26E+2
23,44,67V,,,,,,,,,,-1.72E+4,9.22E+2,-3.15E+1,6.04E+2
23,40,63V,,,,,,,,9.78E+2,3.34E+2,-1.33E+4,4.21E+2,-4.64E+2,2.88E+2
23,27,50V,,,,,,,,8.59E+2,4.19E-1,-9.88E+3,6.70E-1,5.63E+2,6.04E-1
23,28,51V,,,,,,,,1.86E+3,1.15E-1,-1.02E+4,1.93,1.17E+3,9.74E-1
23,29,52V,,,,,,,,5.84E+2,1.55,-9.36E+3,4.95,7.35E+2,2.48
23,20,43V,,,,,,,,2.20E+3,1.09E+2,-6.16E+3,4.91E+1,-4.53E+2,3.62E+1
23,21,44V,,,,,,,,1.09E+3,2.20E+1,-5.70E+3,7.79,-1.10E+3,6.29
23,21,44V,,,,,,,,1.09E+3,2.20E+1,-5.70E+3,7.79,-1.10E+3,6.29
23,22,45V,,,,,,,,1.44E+3,3.68,-5.66E+3,8.66E-1,-1.24E+3,1.26
23,23,46V,,,,,,,,-1.29E+2,4.45E-1,-7.37E+3,2.03E-1,-2.98E+2,1.24E-1
23,24,47V,,,,,,,,1.23E+3,4.95E-1,-8.24E+3,1.86,-2.08E+2,9.45E-1
23,25,48V,,,,,,,,5.06E+2,8.01E-1,-9.08E+3,2.00,2.14E+2,1.11
23,26,49V,,,,,,,,1.11E+3,7.59E-1,-9.31E+3,1.05,8.08E+1,6.88E-1
23,38,61V,,,,,,,,1.02E+3,2.30E+2,-1.12E+4,2.95E+2,-9.96E+2,1.88E+2
23,39,62V,,,,,,,,7.45E+2,2.78E+2,-1.21E+4,3.25E+2,-9.01E+2,2.09E+2
23,30,53V,,,,,,,,1.18E+3,6.00,-7.71E+3,3.84,-1.72E+2,2.58
23,31,54V,,,,,,,,5.90E+2,1.57E+1,-7.78E+3,1.14E+1,-2.84E+2,8.11
23,32,55V,,,,,,,,1.08E+3,9.01E+1,-8.29E+3,2.71E+1,-2.62E+2,1.91E+1
23,33,56V,,,,,,,,5.96E+2,1.32E+2,-8.08E+3,1.75E+2,-5.62E+2,1.24E+2
23,34,57V,,,,,,,,1.12E+3,1.16E+2,-8.09E+3,8.65E+1,-8.20E+2,6.05E+1
23,35,58V,,,,,,,,5.92E+2,1.05E+2,-8.41E+3,9.68E+1,-1.05E+3,6.81E+1
23,36,59V,,,,,,,,8.51E+2,1.41E+2,-9.19E+3,1.50E+2,-1.25E+3,1.02E+2
23,37,60V,,,,,,,,8.06E+2,1.87E+2,-9.99E+3,3.17E+2,-1.16E+3,1.82E+2
23,37,60V,,,,,,,,8.06E+2,1.87E+2,-9.99E+3,3.17E+2,-1.16E+3,1.82E+2
23,19,42V,,,,,,,,1.19E+3,1.81E+2,-5.79E+3,2.80E+2,-7.14E+2,1.76E+2
24,39,63Cr,,,,,,,,1.06E+3,1.58E+2,-1.27E+4,3.09E+2,3.84E+2,1.58E+2
24,31,55Cr,,,,,,,,9.99E+2,3.38E-1,-7.80E+3,5.24E-1,-8.86E+1,3.24E-1
24,32,56Cr,,,,,,,,1.46E+3,1.02,-8.23E+3,2.80,-1.60E+2,2.21
24,33,57Cr,,,,,,,,1.11E+3,2.01,-8.06E+3,3.43,-3.75E+2,2.34
24,34,58Cr,,,,,,,,1.67E+3,2.32,-8.67E+3,1.61E+1,-3.19E+2,8.31
24,35,59Cr,,,,,,,,1.33E+3,1.66,-8.70E+3,2.88E+1,-6.18E+2,1.46E+1
24,36,60Cr,,,,,,,,1.60E+3,1.26,-9.91E+3,1.00E+2,-2.87E+2,5.01E+1
24,37,61Cr,,,,,,,,1.38E+3,2.23,-1.05E+4,2.05E+2,-3.13E+2,1.02E+2
24,38,62Cr,,,,,,,,1.51E+3,3.64E+1,-1.23E+4,1.83E+2,3.59E+2,9.17E+1
24,30,54Cr,,,,,,,,1.73E+3,1.60E-1,-7.92E+3,1.10E-1,1.41E+2,1.70E-1
24,42,66Cr,,,,,,,,1.35E+3,3.23E+2,-1.53E+4,5.00E+2,5.95E+2,3.27E+2
24,43,67Cr,,,,,,,,1.13E+3,4.05E+2,-1.58E+4,6.40E+2,3.75E+2,4.26E+2
24,44,68Cr,,,,,,,,1.22E+3,4.60E+2,-1.66E+4,7.81E+2,3.25E+2,5.26E+2
24,45,69Cr,,,,,,,,1.03E+3,5.22E+2,-1.72E+4,8.60E+2,2.40E+2,5.56E+2
24,46,70Cr,,,,,,,,,,,,,
24,40,64Cr,,,,,,,,1.39E+3,2.36E+2,-1.39E+4,3.84E+2,6.41E+2,2.61E+2
24,41,65Cr,,,,,,,,1.08E+3,2.62E+2,-1.43E+4,3.61E+2,5.25E+2,2.29E+2
24,18,42Cr,,,,,,,,2.15E+3,3.11E+2,-6.73E+3,4.24E+2,-7.70E+2,2.99E+2
24,19,43Cr,,,,,,,,1.22E+3,2.13E+2,-6.89E+3,2.83E+2,-3.44E+2,3.04E+2
24,28,52Cr,,,,,,,,2.05E+3,1.30E-1,-9.35E+3,7.93E-2,8.69E+2,1.43E-1
24,29,53Cr,,,,,,,,8.89E+2,1.20E-1,-9.14E+3,8.71E-2,9.14E+2,1.44E-1
24,20,44Cr,,,,,,,,2.68E+3,1.14E+2,-6.85E+3,8.53E+1,-7.91E+1,6.78E+1
24,21,45Cr,,,,,,,,1.93E+3,3.62E+1,-6.24E+3,4.50E+1,-7.09E+2,3.11E+1
24,22,46Cr,,,,,,,,2.43E+3,1.96E+1,-6.79E+3,1.14E+1,-3.18E+2,9.11
24,23,47Cr,,,,,,,,1.58E+3,7.72,-7.67E+3,7.72,-1.89E+2,4.70
24,24,48Cr,,,,,,,,2.87E+3,5.88,-7.69E+3,7.34,-1.19E+2,5.18
24,25,49Cr,,,,,,,,1.20E+3,3.97,-8.74E+3,2.35,3.53E+2,1.81
24,26,50Cr,,,,,,,,1.86E+3,1.10,-8.55E+3,7.79E-2,6.99E+1,1.76E-1
24,27,51Cr,,,,,,,,1.38E+3,1.40E-1,-8.93E+3,1.53E-1,2.41E+2,1.86E-1
25,44,69Mn,,,,,,,,6.49E+2,4.05E+2,-1.56E+4,6.40E+2,3.19E+2,4.06E+2
25,43,68Mn,,,,,,,,5.49E+2,2.99E+2,-1.50E+4,5.00E+2,6.10E+2,3.27E+2
25,46,71Mn,,,,,,,,8.10E+2,5.16E+2,-1.73E+4,7.81E+2,4.67E+2,5.04E+2
25,45,70Mn,,,,,,,,5.32E+2,4.73E+2,-1.65E+4,7.07E+2,5.30E+2,4.76E+2
25,48,73Mn,,,,,,,,,,,,,
25,47,72Mn,,,,,,,,4.72E+2,5.59E+2,,,,
25,40,65Mn,,,,,,,,1.09E+3,6.42,-1.32E+4,2.34E+2,6.86E+2,1.25E+2
25,42,67Mn,,,,,,,,7.71E+2,1.96E+2,-1.42E+4,3.95E+2,5.25E+2,3.20E+2
25,41,66Mn,,,,,,,,5.36E+2,1.00E+2,-1.39E+4,2.64E+2,8.81E+2,1.32E+2
25,29,54Mn,,,,,,,,6.43E+2,7.42E-1,-8.75E+3,1.00,1.02E+3,9.14E-1
25,22,47Mn,,,,,,,,1.70E+3,4.88E+1,-7.07E+3,5.32E+1,-6.28E+1,3.93E+1
25,21,46Mn,,,,,,,,1.34E+3,1.69E+2,-7.22E+3,2.14E+2,-1.86E+2,1.31E+2
25,24,49Mn,,,,,,,,1.65E+3,3.69,-8.15E+3,2.37,3.47E+2,1.83
25,23,48Mn,,,,,,,,7.96E+2,1.65E+1,-7.91E+3,9.88,2.20E+2,6.52
25,26,51Mn,,,,,,,,1.57E+3,2.33E-1,-8.66E+3,3.06E-1,2.24E+2,2.87E-1
25,25,50Mn,,,,,,,,3.04E+2,1.12,-7.97E+3,1.42E-1,8.39E+1,1.93E-1
25,25,50Mn,,,,,,,,3.04E+2,1.12,-7.97E+3,1.42E-1,8.39E+1,1.93E-1
25,28,53Mn,,,,,,,,1.55E+3,5.61E-1,-9.15E+3,8.87E-1,1.03E+3,5.34E-1
25,27,52Mn,,,,,,,,7.55E+2,2.48E-1,-8.65E+3,9.74E-1,4.52E+2,5.44E-1
25,27,52Mn,,,,,,,,7.55E+2,2.48E-1,-8.65E+3,9.74E-1,4.52E+2,5.44E-1
25,33,58Mn,,,,,,,,6.78E+2,2.36,-8.35E+3,1.15E+1,1.66E+2,1.10E+1
25,33,58Mn,,,,,,,,6.78E+2,2.36,-8.35E+3,1.15E+1,1.66E+2,1.10E+1
