"Atomic Number (Z)","Atomic Mass (A)","Level Index","Element","Level Energy (Modifier)","Level Energy","Level Energy (Unit)","Level Energy (Error)","Spin-Parity","Half-Life (Modifier)","Half-Life","Half-Life (Unit)","Half-Life (Error)","Decay Width (Modifier)","Decay Width","Decay Width (Unit)","Decay Width (Error)","Abundance (Modifier)","Abundance","Abundance (Error)","Mass Excess","Mass Excess (Unit)","Mass Excess (Error)","Decay Modes",
87,200,0,Fr,,0,keV,,"(3+)",,50,ms,2,,,,,,,,6133.578,keV,30.524,"ECf = 1.4 ,a ~ 100 ",
87,201,0,Fr,,0,keV,0,"(9/2-)",,63,ms,3,,,,,,,,3588.573,keV,9.08,"a ~ 100 ",
87,201,1,Fr,,130,keV,14,"(1/2+)",,27,ms,9,,,,,,,,3718.573,keV,16.687,"a ~ 100 ",
87,202,0,Fr,,0,keV,0,"(3+)",,364,ms,15,,,,,,,,3101.538,keV,6.033,"a ~ 100 ",
87,202,1,Fr,,257,keV,6,"(10-)",,286,ms,13,,,,,,,,3358.538,keV,8.509,"a ~ 100 ",
87,203,0,Fr,,0,keV,0,"9/2-",,550,ms,10,,,,,,,,876.412,keV,6.232,"a ~ 100 ",
87,203,1,Fr,,361,keV,6,"1/2+",,43,ms,4,,,,,,,,1237.412,keV,8.651,"IT = 80 4,a = 20 4",
87,204,0,Fr,,0,keV,0,"3+",,1.8,s,0.3,,,,,,,,607.308,keV,24.581,"a = 92 2,EC+B+ = 8 2",
87,204,1,Fr,,41,keV,7,"7+",,2.2,s,0.2,,,,,,,,648.308,keV,25.558,"a = 90 2,EC+B+ = 10 2",
87,204,2,Fr,,316,keV,7,"10-",,1.65,s,0.15,,,,,,,,923.308,keV,25.558,"a = 66 10,EC+B+ = 34 10",
87,205,0,Fr,,0,keV,0,"9/2-",,3.9,s,0.07,,,,,,,,-1309.816,keV,7.824,"a = 98.5 0.4,EC+B+ = 1.5 0.4",
87,206,0,Fr,,0,keV,0,"3(+)",~,16,s,,,,,,,,,-1246.859,keV,27.811,"a = 88.4 3.3,EC+B+ = 11.6 3.3",
87,206,1,Fr,,200,keV,40,"7(+)",~,16,s,,,,,,,,,-1046.859,keV,48.718,"a = 84.7 1.5,EC+B+ = 15.3 1.5",
87,206,2,Fr,,730,keV,40,"10(-)",,0.7,s,0.1,,,,,,,,-516.8589999999999,keV,48.7180841269441,"IT = 87 2,a = 13 2",
87,207,0,Fr,,0,keV,0,"9/2-",,14.8,s,0.1,,,,,,,,-2849.021,keV,17.557,"a = 95 2,EC+B+ = 5 2",
87,208,0,Fr,,0,keV,,"7+",,58.6,s,0.4,,,,,,,,-2664.928,keV,11.657,"a = 89 3,EC+B+ = 11 3",
87,209,0,Fr,,0,keV,0,"9/2-",,50.5,s,0.7,,,,,,,,-3782.144,keV,11.503,"a = 89 3,EC+B+ = 11 3",
87,210,0,Fr,,0,keV,0,"6+",,3.18,m,0.06,,,,,,,,-3343.508,keV,13.42,"a = 71 4,EC+B+ = 29 4",
87,211,0,Fr,,0,keV,0,"9/2-",,3.1,m,0.02,,,,,,,,-4140.314,keV,11.991,"a = 87 3,EC = 13 3",
87,212,0,Fr,,0,keV,0,"5+",,20.3,m,0.6,,,,,,,,-3515.998,keV,8.775,"a = 43 2,EC+B+ = 57 2",
87,213,0,Fr,,0,keV,0,"9/2-",,34.17,s,0.06,,,,,,,,-3554.199,keV,4.707,"a = 99.45 0.05,EC+B+ = 0.55 0.05",
87,214,0,Fr,,0,keV,0,"(1-)",,5.5,ms,0.2,,,,,,,,-958.327,keV,8.519,"a = 100",
87,215,0,Fr,,0,keV,,"9/2-",,89,ns,5,,,,,,,,318.137,keV,7.066,"a = 100",
87,216,0,Fr,,0,keV,0,"(1-)",,0.7,us,0.02,,,,,,,,2971.022,keV,4.174,"a = 100",
87,217,0,Fr,,0,keV,,"9/2-",,22,us,5,,,,,,,,4314.663,keV,6.531,"a = 100",
87,218,0,Fr,,0,keV,,"1-",,1.1,ms,0.3,,,,,,,,7059.44,keV,4.235,"a = 100",
87,219,0,Fr,,0,keV,,"9/2-",,22,ms,4,,,,,,,,8616.939,keV,6.874,"a = 100",
87,220,0,Fr,,0,keV,,"1+",,27.4,s,0.3,,,,,,,,11482.332,keV,4.028,"B- = 0.35 0.05,a = 99.65 0.05",
87,221,0,Fr,,0,keV,,"5/2-",,4.801,m,0.009,,,,,,,,13277.251,keV,4.886,"14C = 8.8e-11 1.1e-11,a = 99.995 0.003,B- = 0.005 0.003",
87,222,0,Fr,,0,keV,,"2-",,14.2,m,0.3,,,,,,,,16378.103,keV,7.452,"B- = 100 ",
87,223,0,Fr,,0,keV,,"3/2(-)",,21.99,m,0.07,,,,,,,,18382.329,keV,1.931,"B- = 99.994,a = 0.006",
87,224,0,Fr,,0,keV,,"1(-)",,3.33,m,0.1,,,,,,,,21748.614,keV,11.178,"B- = 100 ",
87,225,0,Fr,,0,keV,,"3/2-",,4,m,0.1,,,,,,,,23820.602,keV,11.967,"B- = 100 ",
87,226,0,Fr,,0,keV,,"1-",,49,s,1,,,,,,,,27520.539,keV,6.23,"B- = 100 ",
87,227,0,Fr,,0,keV,,"1/2+",,2.47,m,0.03,,,,,,,,29682.445,keV,5.898,"B- = 100 ",
87,228,0,Fr,,0,keV,,"2-",,38,s,1,,,,,,,,33384.221,keV,6.732,"B- = 100",
87,229,0,Fr,,0,keV,,"(1/2+)",,50.2,s,0.4,,,,,,,,35668.253,keV,5.001,"B- = 100 ",
87,230,0,Fr,,0,keV,0,,,19.1,s,0.5,,,,,,,,39486.769,keV,6.541,"B- = 100",
87,231,0,Fr,,0,keV,0,"(1/2+)",,17.6,s,0.5,,,,,,,,42080.575,keV,7.731,"B- = 100",
87,232,0,Fr,,0,keV,0,"(5)",,5.5,s,0.6,,,,,,,,46072.834,keV,13.972,"B- = 100 ",
87,233,0,Fr,,0,keV,0,,,0.9,s,0.1,,,,,,,,48920.052,keV,19.561,"B- = 100,B-n?",
88,201,0,Ra,,0,keV,0,"(3/2-)",,8,ms,+40-4,,,,,,,,11936.817,keV,20.301,"a = 100",
88,201,1,Ra,,260,keV,30,"(13/2+)",,1.6,ms,+7.7-0.7,,,,,,,,12196.817,keV,36.223,"a = 100",
88,202,0,Ra,,0,keV,0,"0+",,3.8,ms,+1.6-1.1,,,,,,,,9074.9,keV,15.018,"a ~ 100 ",
88,203,0,Ra,,0,keV,0,"3/2-",,31,ms,+17-9,,,,,,,,8601.331,keV,9.688,"a ~ 100 ",
88,204,0,Ra,,0,keV,0,"0+",,58,ms,+9-8,,,,,,,,6061.097,keV,8.924,"a ~ 100 ",
88,205,0,Ra,,0,keV,0,"(3/2-)",,215,ms,+42-35,,,,,,,,5803.853,keV,22.772,"a ~ 100 ",
88,205,1,Ra,,263,keV,52,"(13/2+)",,170,ms,+60-40,,,,,,,,6066.853,keV,56.768,"a ~ 100 ",
88,206,0,Ra,,0,keV,0,"0+",,240,ms,17,,,,,,,,3565.613,keV,18.008,"a ~ 100 ",
88,207,0,Ra,,0,keV,0,"(3/2-),(5/2-)",,1.4,s,0.2,,,,,,,,3513.988,keV,58.286,"a ~ 86 ,EC+B+ ~ 14 ",
88,208,0,Ra,,0,keV,,"0+",,1.11,s,0.045,,,,,,,,1727.934,keV,9.023,"a = 87 3,EC+B+ = 13 3",
88,209,0,Ra,,0,keV,0,"5/2-",,4.8,s,0.2,,,,,,,,1858.24,keV,5.747,"a ~ 100 ",
88,210,0,Ra,,0,keV,0,"0+",,3.9,s,0.1,,,,,,,,442.839,keV,9.193,"a ~ 100 ",
88,211,0,Ra,,0,keV,0,"5/2(-)",,13,s,1,,,,,,,,831.87,keV,4.966,"a ~ 100 ",
88,212,0,Ra,,0,keV,0,"0+",,13,s,0.2,,,,,,,,-198.763,keV,10.254,"a ~ 100 ",
88,213,0,Ra,,0,keV,0,"1/2-",,2.73,m,0.05,,,,,,,,345.557,keV,9.818,"a = 86 2,EC+B+ = 14 2",
88,214,0,Ra,,0,keV,0,"0+",,2.438,s,0.016,,,,,,,,92.74,keV,5.25,"a = 99.94 0.004,EC = 0.06 0.004",
88,215,0,Ra,,0,keV,,"(9/2+)",,1.68,ms,0.01,,,,,,,,2531.995,keV,7.201,"a = 100",
88,216,0,Ra,,0,keV,0,"0+",,172,ns,7,,,,,,,,3291.466,keV,8.004,"a = 100",
88,217,0,Ra,,0,keV,,"(9/2+)",,1.59,us,0.14,,,,,,,,5889.536,keV,7.047,"a = 100",
88,218,0,Ra,,0,keV,,"0+",,25.91,us,0.14,,,,,,,,6645.556,keV,9.807,"a = 100",
88,219,0,Ra,,0,keV,,"(7/2+)",,9,ms,2,,,,,,,,9393.853,keV,6.814,"a = 100",
88,220,0,Ra,,0,keV,,"0+",,18,ms,2,,,,,,,,10272.091,keV,7.595,"a = 100",
88,221,0,Ra,,0,keV,,"5/2+",,16,s,2,,,,,,,,12963.877,keV,4.63,"14C = 1.2e-10 9e-11,a = 100",
88,222,0,Ra,,0,keV,,"0+",,33.6,s,0.4,,,,,,,,14320.205,keV,4.454,"14C = 2.9e-8 6e-9,a = 100",
88,223,0,Ra,,0,keV,,"3/2+",,11.4352,d,0.001,,,,,,,,17233.245,keV,2.09,"14C = 8.9e-8 4e-9,a = 100",
88,224,0,Ra,,0,keV,,"0+",,3.6313,d,0.0012,,,,,,,,18825.832,keV,1.811,"14C = 4e-9 1e-9,a = 100",
88,225,0,Ra,,0,keV,,"1/2+",,14.8,d,0.2,,,,,,,,21993.044,keV,2.596,"B- = 100 ",
88,226,0,Ra,,0,keV,,"0+",,1600,y,7,,,,,,,,23667.576,keV,1.927,"14C = 2.6e-9 6e-10,a = 100",
88,227,0,Ra,,0,keV,,"3/2+",,42.2,m,0.5,,,,,,,,27177.464,keV,1.946,"B- = 100 ",
88,228,0,Ra,,0,keV,,"0+",,5.75,y,0.03,,,,,,,,28940.194,keV,1.995,"B- = 100 ",
88,229,0,Ra,,0,keV,,"5/2+",,4,m,0.2,,,,,,,,32561.963,keV,15.441,"B- = 100",
88,230,0,Ra,,0,keV,0,"0+",,93,m,2,,,,,,,,34516.306,keV,10.296,"B- = 100 ",
88,231,0,Ra,,0,keV,0,"(5/2+)",,103.9,s,1.3,,,,,,,,38216.488,keV,11.37,"B- = 100",
88,232,0,Ra,,0,keV,0,"0+",,4.2,m,0.8,,,,,,,,40496.955,keV,9.151,"B- = 100",
88,233,0,Ra,,0,keV,0,"(1/2+)",,30,s,5,,,,,,,,44334.062,keV,8.603,"B- = 100",
88,234,0,Ra,,0,keV,0,"0+",,30,s,10,,,,,,,,46930.629,keV,8.383,"B- = 100",
89,204,0,Ac,,0,keV,0,,,7.4,ms,+2.2-1.4,,,,,,,,,,,"a ~ 100 ",
89,205,0,Ac,,0,keV,0,"(9/2-)",,7.7,ms,+2.7-1.6,,,,,,,,14106.689,keV,59.32,"a ~ 100 ",
89,206,0,Ac,,0,keV,-1,"(3+)",,27,ms,8,,,,,,,,13484.754,keV,65.088,"a ~ 100 ",
89,206,1,Ac,,200,keV,70,"(10-)",,33,ms,+22-9,,,,,,,,13684.754,keV,95.585,"a ~ 100 ",
89,207,0,Ac,,0,keV,0,"(9/2-)",,27,ms,+11-6,,,,,,,,11146.228,keV,56.248,"a ~ 100 ",
89,208,0,Ac,,0,keV,,"(3+)",,93,ms,+16-12,,,,,,,,10760.854,keV,64.483,"a ~ 100 ",
89,209,0,Ac,,0,keV,0,"(9/2-)",,91,ms,+10-9,,,,,,,,8844.887,keV,55.846,"a ~ 100 ",
89,210,0,Ac,,0,keV,0,,,344,ms,+39-36,,,,,,,,8764.079,keV,62.208,"a ~ 100 ",
89,211,0,Ac,,0,keV,0,"9/2-",,210,ms,25,,,,,,,,7143.485,keV,53.753,"a ~ 100 ",
89,212,0,Ac,,0,keV,0,"(7+)",,895,ms,28,,,,,,,,7299.6,keV,21.883,"a ~ 100 ",
89,213,0,Ac,,0,keV,,"9/2-",,738,ms,21,,,,,,,,6141.029,keV,11.665,"a ~ 100 ",
89,214,0,Ac,,0,keV,0,"5(+)",,8.2,s,0.2,,,,,,,,6433.272,keV,13.551,"a = 89 ,EC+B+ = 11 ",
89,215,0,Ac,,0,keV,,"9/2-",,170,ms,10,,,,,,,,6030.55,keV,12.406,"a = 99.91 0.02,EC+B+ = 0.09 0.02",
89,216,0,Ac,,0,keV,,"(1-)",,360,us,7,,,,,,,,8149.736,keV,9.23,"a = 100",
89,217,0,Ac,,0,keV,,"9/2-",,69,ns,4,,,,,,,,8702.321,keV,11.223,"a = 100",
89,218,0,Ac,,0,keV,,"(1-)",,1.02,us,0.05,,,,,,,,10850.845,keV,57.616,"a = 100",
89,219,0,Ac,,0,keV,,"9/2-",,9.5,us,1.6,,,,,,,,11569.553,keV,51.477,"a = 100",
89,220,0,Ac,,0,keV,,"(3-)",,26.4,ms,0.2,,,,,,,,13743.755,keV,6.129,"a = 100",
89,221,0,Ac,,0,keV,,,,52,ms,2,,,,,,,,14531.048,keV,56.901,"a = 100",
89,222,0,Ac,,0,keV,,"1-",,4.9,s,0.4,,,,,,,,16621.797,keV,4.699,"a = 99 1,EC+B+ = 1 1",
89,222,1,Ac,,30,keV,30,,,63,s,2,,,,,,,,16651.797,keV,30.366,"EC+B+ = 1.4 0.6,a = 93.6 5,IT = 5 5",
89,223,0,Ac,,0,keV,,"(5/2-)",,2.12,m,0.04,,,,,,,,17825.055,keV,6.947,"a = 99,EC = 1",
89,224,0,Ac,,0,keV,,"(0-)",,2.78,h,0.17,,,,,,,,20234.148,keV,4.089,"a = 9.1 +2-1.4,EC+B+ = 90.9 +1.4-2",
89,225,0,Ac,,0,keV,,"(3/2-)",,9.919,d,0.0021,,,,,,,,21637.305,keV,4.758,"14C = 5.3e-10 1.3e-10,a = 100",
89,226,0,Ac,,0,keV,,"(1)",,29.37,h,0.12,,,,,,,,24309.201,keV,3.1,"EC = 17 3,a = 0.006 0.002,B- = 83 3",
89,227,0,Ac,,0,keV,,"3/2-",,21.7728,y,+0.0029-0.0032,,,,,,,,25849.515,keV,1.926,"B- = 98.62 0.0036,a = 1.38 0.0036",
89,228,0,Ac,,0,keV,,"3+",,6.15,h,0.02,,,,,,,,28894.654,keV,2.093,"B- = 100 ",
89,229,0,Ac,,0,keV,,"(3/2+)",,62.7,m,0.5,,,,,,,,30689.936,keV,12.109,"B- = 100 ",
89,230,0,Ac,,0,keV,0,"(1+)",,122,s,3,,,,,,,,33838.386,keV,15.835,"B- = 100,B-f = 0.0000012 4e-7",
89,231,0,Ac,,0,keV,0,"1/2+",,7.5,m,0.1,,,,,,,,35762.853,keV,13.041,"B- = 100",
89,232,0,Ac,,0,keV,0,"(1+)",,119,s,5,,,,,,,,39154.423,keV,13.041,"B- = 100",
89,233,0,Ac,,0,keV,0,"(1/2+)",,143,s,9,,,,,,,,41308.037,keV,13.041,"B- = 100",
89,234,0,Ac,,0,keV,0,"(1+)",,44,s,7,,,,,,,,44841.195,keV,13.972,"B- = 100",
89,235,0,Ac,,0,keV,0,,,62,s,4,,,,,,,,47357.16,keV,13.972,"B- = 100",
89,236,0,Ac,,0,keV,0,,,1.2,m,+5.8-0.5,,,,,,,,51220.998,keV,38.191,"B- = 100",
90,207,0,Th,,0,keV,0,,,10,ms,+46-5,,,,,,,,,,,"a ~ 100 ",
90,208,0,Th,,0,keV,,"0+",,3.1,ms,1.3,,,,,,,,16688.041,keV,31.865,"a ~ 100 ",
90,209,0,Th,,0,keV,0,"(13/2+)",,2.5,ms,+1.7-0.7,,,,,,,,16395,keV,103,"a ~ 100 ",
90,210,0,Th,,0,keV,0,"0+",,15.7,ms,3.5,,,,,,,,14059.521,keV,18.909,"a ~ 100 ",
90,211,0,Th,,0,keV,0,"(3/2-)",,37,ms,+28-11,,,,,,,,13876.396,keV,86.07,"a ~ 100 ",
90,212,0,Th,,0,keV,0,"0+",,31.7,ms,1.3,,,,,,,,12110.886,keV,10.109,"a ~ 100 ",
90,213,0,Th,,0,keV,0,"5/2-",,146,ms,22,,,,,,,,12120.108,keV,9.217,"a ~ 100 ",
90,214,0,Th,,0,keV,0,"0+",,100,ms,10,,,,,,,,10694.932,keV,10.661,"a = 100",
90,215,0,Th,,0,keV,,"(1/2-)",,1.4,s,0.2,,,,,,,,10921.434,keV,6.335,"a = 100",
90,216,0,Th,,0,keV,0,"0+",,26,ms,0.2,,,,,,,,10298.537,keV,11.104,"a = 100",
90,217,0,Th,,0,keV,,"(9/2+)",,254,us,2,,,,,,,,12205.78,keV,10.614,"a = 100",
90,218,0,Th,,0,keV,,"0+",,121,ns,6,,,,,,,,12366.747,keV,10.516,"a = 100",
90,219,0,Th,,0,keV,,"(9/2+)",,1.02,us,0.02,,,,,,,,14462.78,keV,56.46,"a = 100",
90,220,0,Th,,0,keV,,"0+",,10.2,us,0.3,,,,,,,,14689.538,keV,13.687,"a = 100",
90,221,0,Th,,0,keV,,"(7/2+)",,1.73,ms,0.03,,,,,,,,16939.926,keV,7.994,"a = 100",
90,222,0,Th,,0,keV,,"0+",,1.964,ms,0.002,,,,,,,,17203.039,keV,10.216,"a = 100",
90,223,0,Th,,0,keV,,"(5/2)+",,0.6,s,0.02,,,,,,,,19385.402,keV,7.943,"a = 100",
90,224,0,Th,,0,keV,,"0+",,1.041,s,0.023,,,,,,,,19995.581,keV,9.604,"a = 100",
90,225,0,Th,,0,keV,,"(3/2+)",,8.72,m,0.04,,,,,,,,22310.193,keV,5.093,"a ~ 90 ,EC ~ 10 ",
90,226,0,Th,,0,keV,,"0+",,30.69,m,0.03,,,,,,,,23197.649,keV,4.481,"a = 100",
90,227,0,Th,,0,keV,,"1/2+",,18.6934,d,0.0038,,,,,,,,25804.759,keV,2.088,"a = 100",
90,228,0,Th,,0,keV,,"0+",,1.9116448197251312,y,0.0009548914428836319,,,,,,,,26770.899,keV,1.806,"20O = 1.13e-11 2.2e-12,a = 100",
90,229,0,Th,,0,keV,,"5/2+",,7907.5,y,20.1,,,,,,,,29585.517,keV,2.404,"a = 100",
90,230,0,Th,,0,keV,0,"0+",,75400,y,300,,,,,,0.02,0.02,30862.512,keV,1.209,"24Ne = 5.8e-11 1.3e-11,a = 100",
90,231,0,Th,,0,keV,-1,"5/2+",,25.52,h,0.01,,,,,,,,33815.811,keV,1.217,"B- = 100",
90,232,0,Th,,0,keV,,"0+",,14068419841,y,225286100,,,,,,99.98,0.02,35446.71,keV,1.421,"a = 100,f = 1.1e-9 4e-10",
90,233,0,Th,,0,keV,0,"1/2+",,21.83,m,0.04,,,,,,,,38731.642,keV,1.424,"B- = 100",
90,234,0,Th,,0,keV,0,"0+",,24.107,d,0.023,,,,,,,,40612.958,keV,2.589,"B- = 100",
90,235,0,Th,,0,keV,0,"(1/2+)",,7.2,m,0.1,,,,,,,,44017.754,keV,13.041,"B- = 100",
90,236,0,Th,,0,keV,0,"0+",,37.5,m,0.2,,,,,,,,46255.203,keV,13.972,"B- = 100",
90,237,0,Th,,0,keV,0,,,4.79,m,0.5,,,,,,,,49955.097,keV,15.835,"B- = 100",
90,238,0,Th,,0,keV,0,"0+",,9.4,m,2,,,,,,,,52525,keV,283,"B- = 100",
91,211,0,Pa,,0,keV,0,"(9/2-)",,3.8,ms,+4.6-1.4,,,,,,,,22052.226,keV,69.472,"p?,a ~ 100 ",
91,212,0,Pa,,0,keV,0,"(3+)",,5,ms,+2-1.1,,,,,,,,21596.523,keV,87.604,"a ~ 100 ",
91,213,0,Pa,,0,keV,0,"9/2-",,5.3,ms,+3.2-1.3,,,,,,,,19654.194,keV,57.17,"a = 100",
91,214,0,Pa,,0,keV,0,,,17,ms,3,,,,,,,,19459.895,keV,81.208,"a = 100",
91,215,0,Pa,,0,keV,,"(9/2-)",,14,ms,2,,,,,,,,17804.537,keV,82.45,"a = 100",
91,216,0,Pa,,0,keV,0,,,118,ms,15,,,,,,,,17823.799,keV,24.647,"a ~ 100 ",
91,217,0,Pa,,0,keV,,"(9/2-)",,3.7,ms,0.4,,,,,,,,17054.748,keV,12.498,"a = 100",
91,218,0,Pa,,0,keV,,,,109,us,4,,,,,,,,18649.568,keV,17.846,"a = 100",
91,219,0,Pa,,0,keV,0,"9/2-",,55,ns,8,,,,,,,,18583.223,keV,69.705,"a = 100",
91,220,0,Pa,,0,keV,,"1-",,0.89,us,0.06,,,,,,,,20278.397,keV,14.655,"a = 100",
91,221,0,Pa,,0,keV,,"9/2-",,5.9,us,+1.5-1.4,,,,,,,,20374.937,keV,59.38,"a = 100",
91,222,0,Pa,,0,keV,,,,3.89,ms,0.73,,,,,,,,22064.361,keV,86.606,"a = 100",
91,223,0,Pa,,0,keV,,"(9/2-)",,5.3,ms,0.6,,,,,,,,22337.614,keV,75.632,"a = 100",
91,224,0,Pa,,0,keV,,"(5-)",,0.85,s,0.02,,,,,,,,23862.351,keV,7.587,"a = 100",
91,225,0,Pa,,0,keV,,,,1.7,s,0.1,,,,,,,,24356.64,keV,81.867,"a = 100",
91,226,0,Pa,,0,keV,,,,1.8,m,0.2,,,,,,,,26033.6,keV,11.213,"a = 74 5,EC+B+ = 26 5",
91,227,0,Pa,,0,keV,,"(5/2-)",,38.3,m,0.3,,,,,,,,26830.371,keV,7.263,"a = 85 2,EC = 15 2",
91,228,0,Pa,,0,keV,,"3+",,19.8,h,0.9,,,,,,,,28923.599,keV,4.34,"a = 1.85 0.17,EC+B+ = 98.15 0.17",
91,229,0,Pa,,0,keV,,"5/2+",,1.55,d,0.05,,,,,,,,29896.848,keV,3.28,"a = 0.51 0.04,EC = 99.49 0.04",
91,230,0,Pa,,0,keV,0,"2-",,17.4,d,0.4,,,,,,,,32173.543,keV,3.038,"EC+B+ = 92.2 0.7,a = 0.0035 0.0004,B- = 7.8 0.7",
91,231,0,Pa,,0,keV,0,"3/2-",,32739,y,209,,,,,,100,0,33424.338,keV,1.771,"24Ne = 1.34e-9 1.7e-10,a = 100",
91,232,0,Pa,,0,keV,0,"(2-)",,1.31,d,0.02,,,,,,,,35946.549,keV,7.645,"B- = 100",
91,233,0,Pa,,0,keV,0,"3/2-",,26.975,d,0.013,,,,,,,,37489.41,keV,1.336,"B- = 100",
91,234,0,Pa,,0,keV,0,"4+",,6.671,h,0.022,,,,,,,,40338.87,keV,4.094,"B- = 100",
91,234,1,Pa,,76.5,keV,0.5,"(0-)",,1.159,m,0.011,,,,,,,,40415.37,keV,4.12,"B- = 99.84 0.04,IT = 0.16 0.04",
91,235,0,Pa,,0,keV,0,"(3/2-)",,24.4,m,0.2,,,,,,,,42288.901,keV,13.972,"B- = 100",
91,236,0,Pa,,0,keV,0,"1(+)",,9.1,m,0.1,,,,,,,,45333.955,keV,13.972,"B- = 100",
91,237,0,Pa,,0,keV,0,"(1/2+)",,8.7,m,0.2,,,,,,,,47527.624,keV,13.041,"B- = 100",
91,238,0,Pa,,0,keV,0,"(3-)",,2.3,m,0.1,,,,,,,,50894.043,keV,15.835,"B- = 100",
91,239,0,Pa,,0,keV,0,"(3/2)",,1.8,h,0.5,,,,,,,,53337,keV,196,"B- = 100",
92,214,0,U,,0,keV,0,"0+",,0.52,ms,+0.95-0.21,,,,,,,,,,,"a = 100",
92,215,0,U,,0,keV,,,,0.7,ms,+1.3-0.3,,,,,,,,24889.312,keV,104.136,"a ~ 100 ",
92,216,0,U,,0,keV,,"0+",,4.5,ms,+4.7-1.6,,,,,,,,23066.429,keV,28.093,"a ~ 100 ",
92,217,0,U,,0,keV,,,,16,ms,+21-6,,,,,,,,22971,keV,81,"a ~ 100 ",
92,218,0,U,,0,keV,,"0+",,0.63,ms,+0.07-0.06,,,,,,,,21894.655,keV,13.714,"a = 100",
92,219,0,U,,0,keV,,"(9/2+)",,60,us,7,,,,,,,,23295.953,keV,13.338,"a = 100",
92,221,0,U,,0,keV,,"(9/2+)",,0.66,us,0.14,,,,,,,,24519.996,keV,72.135,"a ~ 100 ",
92,222,0,U,,0,keV,,"0+",,4.7,us,0.7,,,,,,,,24272.834,keV,51.994,"a ~ 100 ",
92,223,0,U,,0,keV,,,,62,us,+14-10,,,,,,,,26045.278,keV,59.054,"a = 100",
92,224,0,U,,0,keV,,"0+",,396,us,17,,,,,,,,25742.69,keV,15.261,"a = 100",
92,225,0,U,,0,keV,,,,61,ms,3,,,,,,,,27372.001,keV,9.934,"a = 100",
92,226,0,U,,0,keV,,"0+",,267,ms,6,,,,,,,,27328.797,keV,11.071,"a = 100",
92,227,0,U,,0,keV,,"(3/2+)",,1.1,m,0.1,,,,,,,,29045.034,keV,8.51,"a = 100",
92,228,0,U,,0,keV,,"0+",,9.1,m,0.2,,,,,,,,29220.001,keV,13.474,"a = 95 ,EC = 5 ",
92,229,0,U,,0,keV,,"(3/2+)",,57.8,m,0.5,,,,,,,,31210.62,keV,5.938,"a ~ 20 ,EC ~ 80 ",
92,230,0,U,,0,keV,0,"0+",,20.23,d,0.02,,,,,,,,31615.017,keV,4.509,"22Ne = 4.8e-12 2e-12,a = 100",
92,231,0,U,,0,keV,0,"(5/2)",,4.2,d,0.1,,,,,,,,33805.952,keV,2.67,"a = 0.004 0.001,EC = 99.996 0.001",
92,232,0,U,,0,keV,0,"0+",,68.9,y,0.28,,,,,,,,34609.445,keV,1.808,"24Ne = 8.9e-10 7e-11,f = 2.7e-12 6e-13,a = 100",
92,233,0,U,,0,keV,0,"5/2+",,159189,y,117,,,,,,,,36919.111,keV,2.254,"24Ne = 7.2e-11 9e-12,a = 100",
92,234,0,U,,0,keV,0,"0+",,245500,y,600,,,,,,0.0054,0.0005,38144.959,keV,1.129,"f = 1.64e-9 2.2e-10,Ne = 9e-12 7e-12,28Mg = 1.4e-11 3e-12,a = 100",
92,235,0,U,,0,keV,0,"7/2-",,703974287,y,978071,,,,,,0.7204,0.0006,40918.782,keV,1.116,"20Ne = 8e-10 4e-10,a = 100,f = 7e-9 2e-9,25Ne = 8e-10,28Mg = 8e-10",
92,235,1,U,,0.076737,keV,0.000018,"1/2+",,27.3,m,2,,,,,,,,40918.858737,keV,1.116,"IT = 100",
92,236,0,U,,0,keV,0,"0+",,23430000,y,30000,,,,,,,,42444.582,keV,1.112,"a = 100,f = 9.4e-8 ",
92,237,0,U,,0,keV,0,"1/2+",,6.752,d,0.005,,,,,,,,45390.133,keV,1.202,"B- = 100",
92,238,0,U,,0,keV,0,"0+",,4463230100,y,5222253,,,,,,99.2742,0.001,47307.732,keV,1.492,"2B- = 2.2e-10 3e-11,f = 0.0000544 7e-7,a = 100",
92,239,0,U,,0,keV,0,"5/2+",,23.45,m,0.02,,,,,,,,50572.668,keV,1.502,"B- = 100",
92,240,0,U,,0,keV,0,"0+",,14.1,h,0.1,,,,,,,,52715.497,keV,2.553,"B- = 100",
92,241,0,U,,0,keV,,,,,,,,,,,,,,56197,keV,196,"B- = 100",
92,242,0,U,,0,keV,,"0+",,16.8,m,0.5,,,,,,,,58620,keV,201,"B- = 100 ",
93,219,0,Np,,0,keV,,,,150,us,+720-70,,,,,,,,29436.951,keV,91.969,"a ~ 100 ",
93,220,0,Np,,0,keV,,,,25,us,+14-7,,,,,,,,30475.022,keV,30.718,"a ~ 100 ",
93,222,0,Np,,0,keV,0,,,380,ns,+260-110,,,,,,,,31274.641,keV,38.051,"a = 100",
93,223,0,Np,,0,keV,,"(9/2-)",,2.15,us,+1-0.5,,,,,,,,30658.583,keV,82.863,"a ~ 100 ",
93,224,0,Np,,0,keV,,,,38,us,+26-11,,,,,,,,32032.248,keV,28.925,"a ~ 100 ",
93,225,0,Np,,0,keV,,,,3.7,ms,+5.2-2.1,,,,,,,,31618.098,keV,91.618,"a ~ 100 ",
93,226,0,Np,,0,keV,,,,37,ms,7,,,,,,,,32816.877,keV,102.063,"a = 100",
